"ACCOUNT_GUID","TRANSACTION_AMOUNT","POST_DATE"
"e4ca2cf8-cf66-11ee-9d1f-e00af6801390","-2382.32","2023-09-12"
"e4c942b0-cf66-11ee-a268-e00af6801390","8893.55","2022-12-16"
"e4ca05bf-cf66-11ee-9030-e00af6801390","5191.66","2023-04-03"
"e4ca7b11-cf66-11ee-afd9-e00af6801390","-478.24","2023-08-04"
"e4c9dede-cf66-11ee-a01f-e00af6801390","-3199.45","2023-02-23"
"e4ca7af6-cf66-11ee-b760-e00af6801390","3979.39","2022-08-20"
"e4ca2d03-cf66-11ee-aaed-e00af6801390","802.82","2022-08-24"
"e4ca5409-cf66-11ee-a590-e00af6801390","373.88","2022-03-04"
"e4c990d7-cf66-11ee-97eb-e00af6801390","990.65","2023-10-11"
"e4c96994-cf66-11ee-b525-e00af6801390","5408.24","2023-05-12"
"e4ca7aee-cf66-11ee-b157-e00af6801390","-3751.0","2022-09-08"
"e4c96980-cf66-11ee-b46c-e00af6801390","8669.23","2023-01-20"
"e4c91b61-cf66-11ee-9d99-e00af6801390","-6496.54","2024-01-23"
"e4ca05e6-cf66-11ee-a7f9-e00af6801390","-1131.19","2023-06-21"
"e4c8edd7-cf66-11ee-9e30-e00af6801390","964.16","2023-03-11"
"e4c942af-cf66-11ee-8523-e00af6801390","-4694.10","2022-05-07"
"e4c9909a-cf66-11ee-9328-e00af6801390","-4915.11","2022-11-30"
"e4ca7b04-cf66-11ee-98d2-e00af6801390","4927.28","2024-02-12"
"e4cac912-cf66-11ee-b12b-e00af6801390","-2754.48","2023-10-21"
"e4c94292-cf66-11ee-95f6-e00af6801390","4179.9","2023-12-22"
"e4ca2cd4-cf66-11ee-bab0-e00af6801390","-5993.53","2022-07-21"
"e4c9698c-cf66-11ee-97ee-e00af6801390","-9569.64","2023-01-06"
"e4c9b7cc-cf66-11ee-800f-e00af6801390","-3515.77","2023-04-05"
"e4caa227-cf66-11ee-abd5-e00af6801390","-7660.81","2023-11-03"
"e4c91b5c-cf66-11ee-8a11-e00af6801390","-8645.0","2023-10-27"
"e4c990c4-cf66-11ee-9761-e00af6801390","-3103.53","2023-07-12"
"e4cac934-cf66-11ee-9361-e00af6801390","-8337.2","2022-02-28"
"e4c91b62-cf66-11ee-8eba-e00af6801390","-4561.50","2023-11-26"
"e4cac916-cf66-11ee-a6b3-e00af6801390","-9961.71","2022-08-17"
"e4ca05eb-cf66-11ee-b7f0-e00af6801390","5324.12","2022-03-21"
"e4cac924-cf66-11ee-8fc4-e00af6801390","-4680.4","2022-03-15"
"e4c91b85-cf66-11ee-90b2-e00af6801390","6861.80","2023-02-11"
"e4ca2cfa-cf66-11ee-9ac3-e00af6801390","-3281.70","2022-12-25"
"e4c8f476-cf66-11ee-be5e-e00af6801390","8755.42","2022-12-10"
"e4c990ac-cf66-11ee-81b7-e00af6801390","-9031.33","2022-04-02"
"e4ca2cd4-cf66-11ee-bab0-e00af6801390","5271.54","2022-07-25"
"e4c9deae-cf66-11ee-bb96-e00af6801390","-6187.87","2023-07-14"
"e4c8f461-cf66-11ee-8476-e00af6801390","-6634.57","2023-02-03"
"e4c91b8f-cf66-11ee-9e73-e00af6801390","-6189.2","2023-08-26"
"e4c9ded8-cf66-11ee-9e28-e00af6801390","-1196.54","2022-11-18"
"e4c9ded6-cf66-11ee-9a8d-e00af6801390","-3919.20","2023-10-12"
"e4ca53ec-cf66-11ee-88e6-e00af6801390","6832.59","2023-08-01"
"e4caf023-cf66-11ee-a303-e00af6801390","-8730.59","2023-11-22"
"e4cac923-cf66-11ee-964b-e00af6801390","-5111.51","2024-02-14"
"e4c9427c-cf66-11ee-8923-e00af6801390","-5462.14","2023-02-19"
"e4ca53e3-cf66-11ee-a68d-e00af6801390","-9719.2","2023-04-20"
"e4cac936-cf66-11ee-aad3-e00af6801390","425.79","2022-12-23"
"e4c9b7de-cf66-11ee-b121-e00af6801390","-6487.17","2022-05-20"
"e4c942aa-cf66-11ee-a6f3-e00af6801390","-8390.89","2022-03-06"
"e4c9909e-cf66-11ee-ae57-e00af6801390","1883.87","2022-05-10"
"e4caf01a-cf66-11ee-8d31-e00af6801390","-8931.33","2023-05-30"
"e4ca7b1c-cf66-11ee-bd4d-e00af6801390","4151.11","2022-05-27"
"e4c8f463-cf66-11ee-89da-e00af6801390","7802.8","2022-10-08"
"e4c990ce-cf66-11ee-855d-e00af6801390","-4927.88","2023-03-25"
"e4cac906-cf66-11ee-a9f6-e00af6801390","617.3","2023-05-24"
"e4cac91e-cf66-11ee-851f-e00af6801390","2094.43","2023-04-06"
"e4c9decb-cf66-11ee-bc21-e00af6801390","2071.27","2022-07-17"
"e4caf042-cf66-11ee-9391-e00af6801390","3009.27","2023-06-18"
"e4caf037-cf66-11ee-a155-e00af6801390","-7887.58","2023-10-20"
"e4c8f44a-cf66-11ee-8fb8-e00af6801390","6503.80","2023-12-23"
"e4caf039-cf66-11ee-9081-e00af6801390","-4831.61","2023-12-22"
"e4c990c5-cf66-11ee-974d-e00af6801390","-1599.75","2023-04-19"
"e4ca2d00-cf66-11ee-9feb-e00af6801390","-3969.31","2023-06-18"
"e4c990ca-cf66-11ee-90c6-e00af6801390","2834.70","2022-11-16"
"e4c9dea6-cf66-11ee-807f-e00af6801390","-1761.16","2023-10-24"
"e4c969b8-cf66-11ee-a6c4-e00af6801390","3977.17","2023-12-02"
"e4c942a7-cf66-11ee-a195-e00af6801390","-3464.40","2023-04-10"
"e4ca53db-cf66-11ee-b463-e00af6801390","99.17","2023-01-28"
"e4c9697b-cf66-11ee-9a84-e00af6801390","-3678.18","2023-10-08"
"e4c8f469-cf66-11ee-8e9f-e00af6801390","2179.29","2022-09-11"
"e4c942b3-cf66-11ee-a9db-e00af6801390","-851.69","2022-07-24"
"e4caa214-cf66-11ee-8722-e00af6801390","4835.6","2023-01-17"
"e4c8f46e-cf66-11ee-ab92-e00af6801390","55.44","2022-05-30"
"e4ca2d03-cf66-11ee-aaed-e00af6801390","-5683.78","2023-01-02"
"e4c9428f-cf66-11ee-9fb0-e00af6801390","-188.91","2022-03-14"
"e4c8f469-cf66-11ee-8e9f-e00af6801390","-295.97","2022-05-15"
"e4cac93b-cf66-11ee-8019-e00af6801390","1544.18","2023-08-18"
"e4c8f45c-cf66-11ee-b96a-e00af6801390","-10.78","2023-12-14"
"e4ca2d02-cf66-11ee-8af2-e00af6801390","-503.12","2022-11-22"
"e4ca05e1-cf66-11ee-9b16-e00af6801390","-1730.69","2023-09-27"
"e4caf049-cf66-11ee-b85f-e00af6801390","-8981.93","2023-09-26"
"e4ca2cc9-cf66-11ee-ba4e-e00af6801390","-2749.17","2022-10-17"
"e4c942a2-cf66-11ee-98cf-e00af6801390","-4803.87","2022-07-30"
"e4c9dec4-cf66-11ee-a3d9-e00af6801390","4721.40","2023-01-18"
"e4cac939-cf66-11ee-ae9f-e00af6801390","-5373.33","2023-06-02"
"e4ca5415-cf66-11ee-8751-e00af6801390","-6556.72","2022-10-14"
"e4c969aa-cf66-11ee-be88-e00af6801390","4532.44","2022-08-13"
"e4c9429d-cf66-11ee-9876-e00af6801390","6547.61","2023-08-28"
"e4ca5410-cf66-11ee-850b-e00af6801390","-5596.55","2023-06-14"
"e4caf042-cf66-11ee-9391-e00af6801390","-4056.52","2023-08-18"
"e4c990c4-cf66-11ee-9761-e00af6801390","-4216.70","2023-09-10"
"e4ca2cf8-cf66-11ee-9d1f-e00af6801390","9778.29","2023-07-09"
"e4c9909e-cf66-11ee-ae57-e00af6801390","-5174.90","2022-11-28"
"e4cac943-cf66-11ee-9546-e00af6801390","-4837.64","2022-08-16"
"e4caa232-cf66-11ee-843a-e00af6801390","-1318.59","2023-07-28"
"e4c990d2-cf66-11ee-a833-e00af6801390","-9388.73","2022-04-19"
"e4ca05d0-cf66-11ee-bbf3-e00af6801390","-801.91","2023-05-13"
"e4caa22a-cf66-11ee-be9e-e00af6801390","2581.58","2023-08-19"
"e4ca2cd4-cf66-11ee-bab0-e00af6801390","-7478.96","2023-06-22"
"e4ca53ea-cf66-11ee-b879-e00af6801390","7729.39","2022-03-23"
"e4c9dec6-cf66-11ee-96ae-e00af6801390","2453.87","2023-05-24"
"e4cac916-cf66-11ee-a6b3-e00af6801390","8586.66","2023-12-29"
"e4c969b0-cf66-11ee-acb1-e00af6801390","-7638.8","2022-11-14"
"e4c969af-cf66-11ee-b85f-e00af6801390","-7050.76","2022-05-13"
"e4c990ca-cf66-11ee-90c6-e00af6801390","-738.18","2023-06-30"
"e4c9b7b5-cf66-11ee-bad6-e00af6801390","3786.82","2023-12-28"
"e4c8f453-cf66-11ee-8d39-e00af6801390","-5912.91","2022-05-26"
"e4cac915-cf66-11ee-9501-e00af6801390","-3907.26","2022-10-11"
"e4ca2cfc-cf66-11ee-a66b-e00af6801390","-7308.49","2022-10-07"
"e4ca05bf-cf66-11ee-9030-e00af6801390","4617.1","2023-10-12"
"e4c9dee5-cf66-11ee-bd17-e00af6801390","-8415.58","2023-10-17"
"e4ca05fb-cf66-11ee-8d18-e00af6801390","-2388.65","2023-07-08"
"e4c94283-cf66-11ee-9fa6-e00af6801390","2195.1","2023-01-31"
"e4c8f440-cf66-11ee-8b0b-e00af6801390","1668.22","2023-03-18"
"e4ca5411-cf66-11ee-99c3-e00af6801390","2974.60","2022-05-03"
"e4c9b7d5-cf66-11ee-a460-e00af6801390","-1017.94","2023-12-21"
"e4ca540c-cf66-11ee-af8c-e00af6801390","-1271.52","2022-11-28"
"e4caf032-cf66-11ee-9aad-e00af6801390","-4329.58","2023-09-24"
"e4c990cd-cf66-11ee-9437-e00af6801390","-3226.85","2023-02-21"
"e4ca7b13-cf66-11ee-9dc6-e00af6801390","-3226.98","2023-12-29"
"e4caa1f3-cf66-11ee-bc91-e00af6801390","-4011.34","2023-01-11"
"e4ca2ccf-cf66-11ee-9605-e00af6801390","-7159.58","2022-12-20"
"e4c9b7d8-cf66-11ee-ac71-e00af6801390","5958.20","2023-07-21"
"e4ca53db-cf66-11ee-b463-e00af6801390","5644.41","2022-08-13"
"e4ca05f5-cf66-11ee-8da3-e00af6801390","6768.39","2022-03-22"
"e4ca2ced-cf66-11ee-8958-e00af6801390","-5583.4","2022-09-06"
"e4caf02a-cf66-11ee-b325-e00af6801390","6359.9","2023-02-05"
"e4cac90c-cf66-11ee-a58f-e00af6801390","-8583.74","2023-03-25"
"e4c942a5-cf66-11ee-8160-e00af6801390","2234.92","2023-04-02"
"e4c94270-cf66-11ee-95c2-e00af6801390","768.18","2023-12-30"
"e4ca2cf5-cf66-11ee-95ea-e00af6801390","3849.38","2023-06-12"
"e4caa228-cf66-11ee-9f3f-e00af6801390","6051.60","2022-11-26"
"e4c8f47f-cf66-11ee-96f1-e00af6801390","379.67","2022-09-07"
"e4ca7b16-cf66-11ee-92a4-e00af6801390","-7710.25","2023-02-13"
"e4c9b7db-cf66-11ee-afa3-e00af6801390","1452.23","2023-07-21"
"e4c8f470-cf66-11ee-ad74-e00af6801390","-613.37","2023-08-20"
"e4c9b7cb-cf66-11ee-86b5-e00af6801390","5045.14","2022-03-27"
"e4c969a1-cf66-11ee-99f3-e00af6801390","8415.94","2023-03-07"
"e4c9b7d6-cf66-11ee-9970-e00af6801390","-1903.67","2023-12-16"
"e4c9b7b3-cf66-11ee-b3aa-e00af6801390","9189.12","2023-09-19"
"e4ca2cdd-cf66-11ee-b7a3-e00af6801390","-9595.57","2023-12-28"
"e4caa231-cf66-11ee-93a0-e00af6801390","141.68","2023-02-01"
"e4cac92a-cf66-11ee-9438-e00af6801390","-9781.98","2022-06-21"
"e4c9dea6-cf66-11ee-807f-e00af6801390","723.20","2022-04-30"
"e4cac930-cf66-11ee-b2cc-e00af6801390","5749.12","2023-02-20"
"e4c8edd7-cf66-11ee-9e30-e00af6801390","-6534.33","2023-07-07"
"e4c942a8-cf66-11ee-98b2-e00af6801390","9228.0","2023-12-23"
"e4c942a4-cf66-11ee-9b54-e00af6801390","-4853.31","2023-09-07"
"e4ca7ae9-cf66-11ee-8471-e00af6801390","-6474.81","2023-01-16"
"e4c990af-cf66-11ee-acb0-e00af6801390","-1367.86","2023-09-09"
"e4ca2ce2-cf66-11ee-a4a1-e00af6801390","-6228.26","2023-06-06"
"e4c9b7e0-cf66-11ee-9c9e-e00af6801390","7441.46","2023-05-10"
"e4ca05c3-cf66-11ee-ae8a-e00af6801390","-960.50","2022-04-29"
"e4ca2ccb-cf66-11ee-baeb-e00af6801390","-9720.38","2023-04-21"
"e4c9699f-cf66-11ee-955a-e00af6801390","-7354.5","2023-11-30"
"e4ca2cc5-cf66-11ee-9f88-e00af6801390","-4037.66","2022-04-11"
"e4caf049-cf66-11ee-b85f-e00af6801390","3811.11","2023-11-03"
"e4c9698b-cf66-11ee-ba0b-e00af6801390","1694.82","2022-07-12"
"e4c91b8c-cf66-11ee-b4c2-e00af6801390","1948.6","2023-11-06"
"e4c969a0-cf66-11ee-ad43-e00af6801390","8449.40","2023-02-10"
"e4caa221-cf66-11ee-845a-e00af6801390","1019.95","2022-10-12"
"e4c91b70-cf66-11ee-8c18-e00af6801390","7977.75","2022-05-15"
"e4c8f481-cf66-11ee-ace2-e00af6801390","3375.22","2023-11-22"
"e4c91b74-cf66-11ee-abf3-e00af6801390","8181.25","2023-04-15"
"e4caa20d-cf66-11ee-809e-e00af6801390","802.20","2023-10-30"
"e4ca53f0-cf66-11ee-bb1b-e00af6801390","-1999.34","2022-03-19"
"e4c94282-cf66-11ee-97e0-e00af6801390","6791.48","2024-01-02"
"e4c990ad-cf66-11ee-bd0f-e00af6801390","-7032.1","2022-04-04"
"e4c8f479-cf66-11ee-9057-e00af6801390","-4731.18","2023-08-03"
"e4caa1fd-cf66-11ee-bfb1-e00af6801390","1693.38","2022-04-23"
"e4c969b2-cf66-11ee-9358-e00af6801390","-5889.16","2023-05-31"
"e4c8f46d-cf66-11ee-8c92-e00af6801390","6196.54","2023-03-18"
"e4c8f453-cf66-11ee-8d39-e00af6801390","3717.67","2023-12-27"
"e4c990bc-cf66-11ee-81df-e00af6801390","-926.21","2022-09-05"
"e4c8f464-cf66-11ee-9cad-e00af6801390","1980.94","2022-07-06"
"e4c9b7b0-cf66-11ee-95d0-e00af6801390","-9804.90","2023-01-10"
"e4caa232-cf66-11ee-843a-e00af6801390","2790.55","2022-10-23"
"e4ca541c-cf66-11ee-9aa7-e00af6801390","1803.90","2023-05-05"
"e4ca7b13-cf66-11ee-9dc6-e00af6801390","294.41","2023-02-20"
"e4c91b8e-cf66-11ee-aee5-e00af6801390","-3262.23","2023-12-27"
"e4c9b7ae-cf66-11ee-bdb3-e00af6801390","6450.49","2022-11-25"
"e4c8f440-cf66-11ee-8b0b-e00af6801390","-5812.47","2022-04-05"
"e4c8f005-cf66-11ee-93e1-e00af6801390","-5945.18","2022-02-27"
"e4c9b7dd-cf66-11ee-8e84-e00af6801390","-2816.55","2022-08-24"
"e4c91b89-cf66-11ee-8ae5-e00af6801390","7466.49","2023-11-09"
"e4cac913-cf66-11ee-b6bf-e00af6801390","-7741.0","2023-12-08"
"e4c8f45f-cf66-11ee-9bdd-e00af6801390","3798.42","2023-04-24"
"e4cac929-cf66-11ee-aba0-e00af6801390","4844.70","2024-01-25"
"e4c9ded6-cf66-11ee-9a8d-e00af6801390","-4074.4","2023-06-06"
"e4ca2ccc-cf66-11ee-90f8-e00af6801390","2340.86","2022-11-16"
"e4c8f43c-cf66-11ee-9160-e00af6801390","6324.27","2022-04-09"
"e4c8f44e-cf66-11ee-8dcb-e00af6801390","-4022.52","2022-04-15"
"e4ca05be-cf66-11ee-96e6-e00af6801390","9983.48","2023-10-15"
"e4cac912-cf66-11ee-b12b-e00af6801390","6061.1","2023-11-28"
"e4cac938-cf66-11ee-9c9b-e00af6801390","-8908.0","2022-12-15"
"e4caa221-cf66-11ee-845a-e00af6801390","-8563.82","2022-11-11"
"e4cac947-cf66-11ee-83b6-e00af6801390","-2979.20","2022-02-20"
"e4c942b6-cf66-11ee-8482-e00af6801390","3279.56","2022-08-03"
"e4caa1f4-cf66-11ee-bcd5-e00af6801390","-4263.63","2022-11-30"
"e4c8f443-cf66-11ee-8691-e00af6801390","3075.5","2024-01-20"
"e4c969a9-cf66-11ee-866b-e00af6801390","6007.26","2024-01-18"
"e4c990c4-cf66-11ee-9761-e00af6801390","-4201.87","2023-05-12"
"e4c8f44c-cf66-11ee-bb23-e00af6801390","-8190.87","2023-12-29"
"e4ca53dd-cf66-11ee-b17b-e00af6801390","574.40","2022-02-25"
"e4c9ded7-cf66-11ee-b21e-e00af6801390","8708.55","2023-05-14"
"e4c942a3-cf66-11ee-a60f-e00af6801390","3057.86","2023-08-07"
"e4c9b7de-cf66-11ee-b121-e00af6801390","-2061.95","2024-01-08"
"e4c8f43f-cf66-11ee-b66a-e00af6801390","9026.91","2023-11-11"
"e4caa20b-cf66-11ee-b08c-e00af6801390","7359.47","2022-10-17"
"e4c942a7-cf66-11ee-a195-e00af6801390","-2562.26","2022-09-14"
"e4c9ded0-cf66-11ee-bd11-e00af6801390","-2203.41","2023-11-13"
"e4caa20f-cf66-11ee-9150-e00af6801390","5316.36","2022-05-22"
"e4ca2cfc-cf66-11ee-a66b-e00af6801390","9355.77","2023-04-12"
"e4caa224-cf66-11ee-ab54-e00af6801390","-7.27","2022-06-14"
"e4ca540b-cf66-11ee-821e-e00af6801390","-8651.20","2023-04-06"
"e4caa23b-cf66-11ee-8e51-e00af6801390","-2045.24","2022-12-05"
"e4ca5409-cf66-11ee-a590-e00af6801390","-957.3","2023-04-20"
"e4c91b8c-cf66-11ee-b4c2-e00af6801390","-9364.82","2023-12-27"
"e4c990d7-cf66-11ee-97eb-e00af6801390","9674.21","2022-03-25"
"e4caa20a-cf66-11ee-9599-e00af6801390","-3563.2","2022-12-28"
"e4ca05d3-cf66-11ee-a7c2-e00af6801390","-7734.58","2022-07-29"
"e4c91b5e-cf66-11ee-a61f-e00af6801390","6619.81","2022-03-19"
"e4c91b8a-cf66-11ee-b180-e00af6801390","-2022.44","2023-10-17"
"e4c9428d-cf66-11ee-a8f4-e00af6801390","-9999.91","2023-09-30"
"e4caa227-cf66-11ee-abd5-e00af6801390","4198.73","2024-01-05"
"e4cac92d-cf66-11ee-b8b7-e00af6801390","-9023.31","2022-02-27"
"e4ca7b03-cf66-11ee-9d5d-e00af6801390","9937.79","2022-06-11"
"e4ca7b26-cf66-11ee-8fff-e00af6801390","6784.18","2023-01-11"
"e4c990d2-cf66-11ee-a833-e00af6801390","-2382.28","2022-04-15"
"e4ca7b12-cf66-11ee-b5f7-e00af6801390","-8335.33","2023-11-06"
"e4ca05ba-cf66-11ee-ab4d-e00af6801390","5080.89","2023-02-22"
"e4ca540d-cf66-11ee-96d7-e00af6801390","9409.94","2022-04-19"
"e4c942b4-cf66-11ee-aec7-e00af6801390","4013.66","2022-09-25"
"e4c969b6-cf66-11ee-a5df-e00af6801390","5640.45","2022-06-04"
"e4ca53d9-cf66-11ee-bda4-e00af6801390","1551.16","2023-04-13"
"e4c94272-cf66-11ee-8ae0-e00af6801390","8475.82","2023-05-05"
"e4c96994-cf66-11ee-b525-e00af6801390","338.65","2023-06-15"
"e4cac92f-cf66-11ee-b56f-e00af6801390","4355.78","2023-02-20"
"e4c9b7a0-cf66-11ee-8adb-e00af6801390","2671.15","2022-06-07"
"e4ca2ce7-cf66-11ee-a27d-e00af6801390","-6952.58","2023-07-19"
"e4c990d2-cf66-11ee-a833-e00af6801390","-7073.99","2024-01-23"
"e4ca2cca-cf66-11ee-81b9-e00af6801390","8716.23","2022-06-10"
"e4caa21a-cf66-11ee-a76b-e00af6801390","-1297.21","2022-08-28"
"e4ca7b0c-cf66-11ee-9e74-e00af6801390","4743.41","2023-09-21"
"e4c91b67-cf66-11ee-8f56-e00af6801390","-9169.20","2022-11-08"
"e4ca5416-cf66-11ee-9bf3-e00af6801390","-7178.97","2022-12-13"
"e4caa204-cf66-11ee-931c-e00af6801390","633.21","2022-06-10"
"e4ca7b0f-cf66-11ee-8554-e00af6801390","-958.42","2023-08-29"
"e4ca53e4-cf66-11ee-845d-e00af6801390","-7780.79","2022-12-27"
"e4caa219-cf66-11ee-a77d-e00af6801390","6289.48","2023-02-09"
"e4c9699b-cf66-11ee-a6a3-e00af6801390","-8178.68","2023-06-28"
"e4caa229-cf66-11ee-920b-e00af6801390","-4660.57","2024-01-21"
"e4c99091-cf66-11ee-86ef-e00af6801390","-902.52","2023-03-10"
"e4c990bb-cf66-11ee-8831-e00af6801390","4958.4","2023-08-29"
"e4c9dec9-cf66-11ee-89a4-e00af6801390","8876.5","2022-12-28"
"e4c8f476-cf66-11ee-be5e-e00af6801390","4752.23","2023-09-19"
"e4ca7b02-cf66-11ee-b804-e00af6801390","-6751.16","2023-04-02"
"e4caf03d-cf66-11ee-a83e-e00af6801390","3272.14","2023-08-11"
"e4c942a6-cf66-11ee-acb1-e00af6801390","1512.54","2022-03-12"
"e4c9b7b2-cf66-11ee-bd99-e00af6801390","4146.66","2023-06-02"
"e4ca541e-cf66-11ee-b3a1-e00af6801390","-9634.48","2023-02-12"
"e4caf044-cf66-11ee-8c71-e00af6801390","4647.42","2023-04-25"
"e4cac911-cf66-11ee-90dd-e00af6801390","5183.98","2022-04-28"
"e4c8f007-cf66-11ee-ab78-e00af6801390","-5239.42","2023-08-25"
"e4c8f456-cf66-11ee-a761-e00af6801390","7024.58","2023-11-09"
"e4ca05eb-cf66-11ee-b7f0-e00af6801390","-3210.3","2022-06-05"
"e4c8f457-cf66-11ee-a21e-e00af6801390","2159.26","2023-12-14"
"e4c94272-cf66-11ee-8ae0-e00af6801390","-1682.15","2023-07-14"
"e4ca7b28-cf66-11ee-b2b2-e00af6801390","2860.25","2022-04-23"
"e4ca7b05-cf66-11ee-866c-e00af6801390","2064.3","2023-01-31"
"e4c969a1-cf66-11ee-99f3-e00af6801390","-2558.18","2022-03-28"
"e4caf044-cf66-11ee-8c71-e00af6801390","-9255.57","2022-09-17"
"e4c8f476-cf66-11ee-be5e-e00af6801390","7526.69","2022-11-30"
"e4c91b8a-cf66-11ee-b180-e00af6801390","6204.55","2022-02-28"
"e4c969bb-cf66-11ee-a5c7-e00af6801390","1011.6","2022-11-05"
"e4caf044-cf66-11ee-8c71-e00af6801390","-4000.87","2023-11-02"
"e4cac929-cf66-11ee-aba0-e00af6801390","-5325.45","2022-08-29"
"e4c8f467-cf66-11ee-bb15-e00af6801390","2692.91","2022-12-26"
"e4ca05de-cf66-11ee-8b2a-e00af6801390","-9621.60","2023-12-14"
"e4ca541b-cf66-11ee-a77b-e00af6801390","-7217.35","2022-03-24"
"e4c9dec8-cf66-11ee-bbaf-e00af6801390","2035.55","2022-04-07"
"e4cac90c-cf66-11ee-a58f-e00af6801390","-4994.86","2022-10-23"
"e4ca540f-cf66-11ee-ad79-e00af6801390","8918.66","2022-08-26"
"e4ca53fd-cf66-11ee-80dd-e00af6801390","-1462.12","2022-10-16"
"e4c8f476-cf66-11ee-be5e-e00af6801390","-195.25","2022-11-18"
"e4ca2ce5-cf66-11ee-8fe6-e00af6801390","-8454.46","2022-08-05"
"e4c9b7d4-cf66-11ee-801b-e00af6801390","649.69","2022-10-17"
"e4ca2cfd-cf66-11ee-92cf-e00af6801390","2694.73","2022-12-07"
"e4ca2cfc-cf66-11ee-a66b-e00af6801390","5692.74","2022-10-29"
"e4c91b72-cf66-11ee-807d-e00af6801390","-6473.86","2023-11-05"
"e4c94289-cf66-11ee-a7d8-e00af6801390","2286.96","2022-05-23"
"e4c9b7b7-cf66-11ee-a7f2-e00af6801390","2534.27","2022-09-26"
"e4ca7af7-cf66-11ee-99a1-e00af6801390","650.41","2023-09-04"
"e4c9b7df-cf66-11ee-901f-e00af6801390","9898.41","2022-03-14"
"e4c9909d-cf66-11ee-8adb-e00af6801390","-5886.78","2022-12-05"
"e4ca05d6-cf66-11ee-ab1e-e00af6801390","430.3","2023-10-27"
"e4c9dede-cf66-11ee-a01f-e00af6801390","-7853.59","2023-05-02"
"e4c9b7de-cf66-11ee-b121-e00af6801390","-1565.28","2022-11-04"
"e4ca5416-cf66-11ee-9bf3-e00af6801390","-3939.55","2022-12-24"
"e4ca7b08-cf66-11ee-b52f-e00af6801390","-9324.34","2023-11-10"
"e4c8c6bd-cf66-11ee-b88e-e00af6801390","9812.70","2023-03-20"
"e4c9ded5-cf66-11ee-a982-e00af6801390","191.96","2023-12-20"
"e4caf016-cf66-11ee-a2ed-e00af6801390","-8602.78","2024-02-09"
"e4c91b66-cf66-11ee-a558-e00af6801390","-9900.30","2022-04-04"
"e4ca05cb-cf66-11ee-86b1-e00af6801390","-4298.23","2023-08-19"
"e4c990a7-cf66-11ee-a455-e00af6801390","-45.94","2024-01-26"
"e4ca05e9-cf66-11ee-a0e2-e00af6801390","1845.24","2022-12-23"
"e4caa232-cf66-11ee-843a-e00af6801390","-6114.95","2024-01-31"
"e4ca53dc-cf66-11ee-ad3c-e00af6801390","-1624.32","2022-02-27"
"e4ca53f8-cf66-11ee-b992-e00af6801390","7921.89","2022-05-13"
"e4c9dec3-cf66-11ee-9c6f-e00af6801390","8905.78","2022-03-29"
"e4c9deb3-cf66-11ee-a3ea-e00af6801390","9880.7","2024-01-08"
"e4c91b8d-cf66-11ee-adf3-e00af6801390","-1051.23","2023-03-24"
"e4ca05c3-cf66-11ee-ae8a-e00af6801390","-7523.89","2023-03-19"
"e4ca05d9-cf66-11ee-8467-e00af6801390","-3410.77","2022-11-30"
"e4caf01e-cf66-11ee-a219-e00af6801390","-5841.80","2023-08-09"
"e4ca2cd9-cf66-11ee-9dda-e00af6801390","-5554.83","2022-06-14"
"e4c8f43c-cf66-11ee-9160-e00af6801390","-3557.8","2023-06-29"
"e4c9b79b-cf66-11ee-a203-e00af6801390","9456.53","2023-04-22"
"e4c8f455-cf66-11ee-8b1f-e00af6801390","-3168.86","2023-10-27"
"e4ca2cdd-cf66-11ee-b7a3-e00af6801390","1330.6","2023-09-08"
"e4c942b4-cf66-11ee-aec7-e00af6801390","6345.97","2023-02-13"
"e4c990b1-cf66-11ee-ba85-e00af6801390","3383.8","2023-02-08"
"e4c8f43d-cf66-11ee-8c00-e00af6801390","-7836.74","2023-02-06"
"e4ca7b06-cf66-11ee-bc7b-e00af6801390","-4601.23","2023-12-13"
"e4ca53db-cf66-11ee-b463-e00af6801390","-3741.82","2023-07-26"
"e4ca7af8-cf66-11ee-8e73-e00af6801390","-9262.22","2022-12-08"
"e4cac909-cf66-11ee-a3c3-e00af6801390","6748.53","2023-07-18"
"e4ca7b22-cf66-11ee-9692-e00af6801390","7232.33","2023-06-04"
"e4cac932-cf66-11ee-8f31-e00af6801390","-1773.4","2023-03-26"
"e4caa21d-cf66-11ee-bf80-e00af6801390","3601.22","2023-06-11"
"e4c9b7ae-cf66-11ee-bdb3-e00af6801390","-1190.59","2023-01-30"
"e4ca7b0c-cf66-11ee-9e74-e00af6801390","-8527.18","2022-03-04"
"e4c9b7dd-cf66-11ee-8e84-e00af6801390","3961.61","2022-05-08"
"e4c9deea-cf66-11ee-a924-e00af6801390","-5901.77","2022-09-27"
"e4ca2d0c-cf66-11ee-b570-e00af6801390","8478.53","2023-02-17"
"e4c9698d-cf66-11ee-8fae-e00af6801390","-7403.66","2023-10-17"
"e4ca2cfe-cf66-11ee-a92f-e00af6801390","-4360.1","2024-02-07"
"e4c9429e-cf66-11ee-890e-e00af6801390","1348.81","2023-04-02"
"e4c9b7d7-cf66-11ee-9d95-e00af6801390","-5179.81","2022-06-06"
"e4c8f474-cf66-11ee-9b24-e00af6801390","4537.37","2022-03-30"
"e4ca05bd-cf66-11ee-9693-e00af6801390","2815.60","2022-05-05"
